edit_history_tweet_ids,geo,created_at,text,neg,neu,pos,compound,overall_sentiment
['1594518124191440897'],,2022-11-21T02:28:40.000Z,Tak sabar nak tunggu bubar parlimen lagi lepas niðŸ¤£ðŸ¤£ðŸ¤£ #PRU15,0,1,0,0,neutral
['1594518118755274752'],,2022-11-21T02:28:38.000Z,"RT @foodluck_: We used to learn perang/rundingan in Sejarah. Now, the new gen will need to learn Langkah Sheroton and now Langkah Seri Paciâ€¦",0,1,0,0,neutral
['1594518108668309505'],,2022-11-21T02:28:36.000Z,"Ahli Parlimen Paya Besar, Datuk Shahar Abdullah bertindak kunci mulut sebaik sahaja beliau tiba di Hotel Seri Pasific kira-kira jam 10.25 pagi ini.

#MalaysiaGazette #PRU15 #GE15 #MGPRU15 #RakyatMemilih #MGNews https://t.co/PQ6WtNgMKu",0,1,0,0,neutral
['1594518096962015233'],,2022-11-21T02:28:33.000Z,"RT @MeyKama1: Choose your leader. Selamat Mengundi Malaysia ! 

#ge15 #jomkeluarmengundi

@twt_seni @Doodict @twt_grafik @XavierNaxa @iwanqâ€¦",0,1,0,0,neutral
['1594518063323324416'],,2022-11-21T02:28:25.000Z,"Im just gonna wait patiently and watch Dato #AnwarIbrahim â€˜s strategic move ðŸ‘ 
#PRU15 #MalaysiaMemilih2022",0,1,0,0,neutral
['1594517978670059520'],,2022-11-21T02:28:05.000Z,"Who will be your 10th Prime Minister?

#GeneralElectionNow 
#PakatanHarapan 
#PerikatanNasional  
#PRU15",0,1,0,0,neutral
['1594517891973804033'],,2022-11-21T02:27:44.000Z,"RT @MalaysiaGazette: Kenderaan yang membawa Pengerusi Pakatan Harapan, Datuk Seri Anwar Ibrahim yang dipercayai menuju ke Hotel Seri Pacifiâ€¦",0,1,0,0,neutral
['1594517852769628165'],,2022-11-21T02:27:35.000Z,"The whole #GE15 thing kan, it's like, membawa kuasa Sabah and Sarawak ke depan, because they get to choose who to join with to form government.

 After all these times of ignoring and abandoning Borneo. Then again, PH wins the GE, no?",0.105,0.73,0.166,0.4767,positive
['1594517837322027009'],,2022-11-21T02:27:31.000Z,"Politik Populis Vs Kuasa Rakyat
#PRU15 #SUARAMARHAEN
https://t.co/Qr5jgIHeam https://t.co/x5lMIYrlPY",0,1,0,0,neutral
['1594517789204938752'],,2022-11-21T02:27:20.000Z,RT @MalaysiaGazette: Pengerusi BN Datuk Seri Dr Ahmad Zahid Hamidi tiba di Hotel Seri Pasific kira-kira jam 10.05 pagi dan berjanji akan meâ€¦,0,0.894,0.106,0.3612,positive
['1594517768300552195'],,2022-11-21T02:27:15.000Z,"RT @bharianmy: #BHnasional #PRU15 Usaha mendapatkan majoriti mudah 112 dijangka mengambil masa, sekali gus negara memerlukan kerajaan semenâ€¦",0,1,0,0,neutral
['1594517753763090432'],,2022-11-21T02:27:11.000Z,"RT @theSundaily: PH and BN leaders arrive at Seri Pacific Hotel for ""just a regular meeting"".

#theSun #theSundaily #GE15 #elections2022 #mâ€¦",0,1,0,0,neutral
['1594517746053570562'],,2022-11-21T02:27:10.000Z,RT @BernamaTV: #PRU15: Ketibaan Datuk Seri Ismail Sabri Yaakob tiba di Hotel Seri Pacific. https://t.co/rtYqfmKoSJ,0,1,0,0,neutral
['1594525987445739520'],,2022-11-21T02:59:54.000Z,"Apa pun keputusan, saya sokong dan berharap semuanya dipermudahkan. semoga pemimpin yang baru dapat menjalankan tanggungjawab dengan baik. #PRU15KitaJagaKita #PRU15",0,0.789,0.211,0.6808,positive
['1594525959029370881'],,2022-11-21T02:59:48.000Z,"RT @TuneTalk: Suasana di pintu hadapan Istana Negara sekarangâ€¦ 

#GE15 #GE15Malaysia #PRU15 https://t.co/16k4bQdFPK",0,1,0,0,neutral
['1594525870605369345'],,2022-11-21T02:59:27.000Z,RT @BernamaTV: #PRU15: Ketibaan Datuk Seri Anwar Ibrahim di Hotel Seri Pacific. https://t.co/hjvaAQT9Lb,0,1,0,0,neutral
['1594525834907619329'],,2022-11-21T02:59:18.000Z,"RT @hmetromy: #PRU15 #JohorBahru Noraini yang juga Ketua Wanita Umno berkata, berbekalkan hanya 30 kerusi Parlimen yang dimenangi, BN wajarâ€¦",0,0.85,0.15,0.5719,positive
['1594525831631470592'],,2022-11-21T02:59:17.000Z,RT @NickyAWANI: Pemenang 30 kerusi Parlimen dari Barisan Nasional (BN) dalam Pilihan Raya Umum  akan bermesyuarat hari ini. #PRU15 #Malaysiâ€¦,0,0.86,0.14,0.4767,positive
['1594525781543510016'],,2022-11-21T02:59:05.000Z,"RT @BernamaTV: Kenderaan membawa Datuk Seri Wan Azizah Wan Ismail dilihat pulang kediaman pukul 10.48 pagi. 

Beliau turut memberikan kipasâ€¦",0,0.905,0.095,0.3182,positive
['1594525763554119680'],,2022-11-21T02:59:01.000Z,"Waktu berkempen, siap nyanyi 'Jangan sokong penyamun'.
Konon 20k penyokong nyanyi lagu sama. 
Tp sekarang, meeting dengan penyamun tu juga untuk buat kerajaan. 
Bebal oh bebal. 
#PRU15",0.249,0.666,0.085,-0.8454,negative
['1594525715957153792'],,2022-11-21T02:58:50.000Z,"Ringgit falls 290bps against greenback at opening on anxiety over hung Parliament

https://t.co/OoCvfgYC4M

#Ringgit #GE15 #TMRNews",0.102,0.898,0,-0.1779,negative
['1594525696726274048'],,2022-11-21T02:58:45.000Z,"RT @meinmokhtar: Kalau dia PM, rakyat, anak muda, orang tua, Agong, SPR, Tiktok, FB, undi 18, demokrasi semua tetiba jadi betoi dan adil",0,0.897,0.103,0.3182,positive
['1594525631571955714'],,2022-11-21T02:58:30.000Z,Boleh x bg aku sebab kenapa Anwar kena jadi PM?? #pru15 #kerajaanMalaysia #harapantinggalharapan,0,1,0,0,neutral
['1594525612999606272'],,2022-11-21T02:58:25.000Z,"RT @jameschin110: Written by @nawabosman four years ago. Sounds familiar? #GE15 #GE14
The present reflects the past? What do you think? Unsâ€¦",0,1,0,0,neutral
['1594525611602890752'],,2022-11-21T02:58:25.000Z,"Kenderaan membawa Datuk Seri Wan Azizah Wan Ismail dilihat pulang kediaman pukul 10.48 pagi. 

Beliau turut memberikan kipas tangan kepada  petugas media yang membuat liputan di hadapan kediamannya.

#PRU15 https://t.co/m4n2rERe50",0,0.931,0.069,0.3182,positive
['1594525601893093376'],,2022-11-21T02:58:23.000Z,"Left side = progressive
Right side = conservative
#PRU15 #GE15 https://t.co/kaZufbJ92y",0,1,0,0,neutral
['1594525584696430592'],,2022-11-21T02:58:18.000Z,RT @NST_Online: #NSTnation #PakatanHarapan chairman Datuk Seri @anwaribrahim has arrived for a special meeting at the Seri Pacific Hotel.â€¦,0,0.87,0.13,0.4019,positive
['1594525550605135872'],,2022-11-21T02:58:10.000Z,RT @hmetromy: #PRU15 Pengerusi BN Datuk Seri Dr Ahmad Zahid Hamidi tiba di Hotel Seri Pasific dalam majlis perjumpaan 30 Ahli Parlimen BN dâ€¦,0,1,0,0,neutral
['1594525543134687232'],,2022-11-21T02:58:08.000Z,"RT @anssyakir: I know its unethical, immoral yada yada, but if linking up with BN is the only way we can see DSAI as the Prime Minister ofâ€¦",0.138,0.862,0,-0.4854,negative
['1594525518808109056'],,2022-11-21T02:58:03.000Z,"Siapakah yang bakal menjadi Perdana Menteri ke-10 dalam beberapa jam sahaja nanti? 
#MalaysiaMemilih2022 
#PRU15 
#PM10",0,1,0,0,neutral
['1594525475568861186'],,2022-11-21T02:57:52.000Z,"RT @JeffBur87565681: @ClearWaterCLW utilizing the blockchain to reward #investors and fund clean #water projects.ðŸ”¥

#DYOR and #invest todayâ€¦",0.097,0.645,0.258,0.6124,positive
['1594525463447162880'],,2022-11-21T02:57:49.000Z,"Kahkah 

#PakatanHarapan #pru15 #BarisanNasional #zahidhamidi https://t.co/skTCAw6r6R",0,1,0,0,neutral
['1594525454387625986'],,2022-11-21T02:57:47.000Z,RT @theSundaily: Kedah will maintain its stand not to dissolve the State Legislative Assembly before March next year despite the strong shoâ€¦,0.114,0.886,0,-0.4023,negative
['1594525427279998980'],,2022-11-21T02:57:41.000Z,"Kedah will maintain its stand not to dissolve the State Legislative Assembly before March next year despite the strong showing by PN after winning 13 Parliamentary seats in the state in GE15.

#theSun #theSundaily #GE15 #Kedah #assembly 

https://t.co/4rEPJBtcEc",0.064,0.855,0.081,0.1774,positive
['1594525415044882432'],,2022-11-21T02:57:38.000Z,"Mandeike Mani adikethu. ennatha pandrethu?

#PRU15",0,1,0,0,neutral
['1594525410489876485'],,2022-11-21T02:57:37.000Z,Zahid Hamidi...we r counting on you. Make this happen!!!! You have a responsibility to save Malaysia #Malaysia #AnwarIbrahim #PM10 #AnwarPM10 #AnwarforPM #AnwarMyPM #PH #BN #zahidhamidi #GE15Malaysia #GE15,0,0.856,0.144,0.6562,positive
['1594525404726931456'],,2022-11-21T02:57:35.000Z,"æœ‰æ¶ˆæ¯æŒ‡å‡ºï¼Œå¸Œç›Ÿå’Œå›½é˜µé¢†è¢–åœ¨ä»Šæ—©10æ—¶åœ¨è¯¥é…’åº—ä¼šé¢å•†è°ˆï¼Œç›®å‰å·²æœ‰æ•°åå›½é˜µå’Œå¸Œç›Ÿé¢†è¢–é™†ç»­çŽ°èº«ã€‚
#GE15 #PRU15 #election #å…¨å›½å¤§é€‰
https://t.co/5ngaNtGSQh https://t.co/mBL7y7M5wm",0,1,0,0,neutral
['1594525367863500804'],,2022-11-21T02:57:27.000Z,RT @SinarOnline: Ahli dan pimpinan UMNO diminta membuat desakan terhadap Ahmad Zahid supaya tidak meneruskan hasrat membentuk kerajaan bersâ€¦,0,0.899,0.101,0.4019,positive
['1594525319029198848'],,2022-11-21T02:57:15.000Z,"MY TWEETS ARE EVERYWHERE HAHAHA

Alot of shits going on:
#GE15
Trump is back
Twitter is imploding
#WorldCup2022",0.132,0.683,0.185,0.3034,positive
['1594525289396441089'],,2022-11-21T02:57:08.000Z,"RT @SinarOnline: PN yang kalah teruk di PRN Melaka dan Johor tidak diberi harapan pada PRU15, tetapi tsunami Melayu membuktikan sebaliknyaâ€¦",0.144,0.856,0,-0.4019,negative
['1594525251408261120'],,2022-11-21T02:56:59.000Z,#GE15 Summary https://t.co/SESFOWoCxV,0,1,0,0,neutral
['1594525231166947329'],,2022-11-21T02:56:54.000Z,"Alright , keep your enemies closed with you 

#PRU15",0.262,0.574,0.164,-0.296,negative
['1594525192075694080'],,2022-11-21T02:56:45.000Z,Tanda2 kerajaan gabungan bakal terbentuk #ge15 #MalaysiaMemilih2022 #QatarWorldCup2022 #FIFAWorldCup https://t.co/axOiLhm8DO,0,1,0,0,neutral
['1594525140431568897'],,2022-11-21T02:56:32.000Z,ðŸ¿ðŸ¿ðŸ¿ #GE15,0,1,0,0,neutral
['1594533552364089350'],,2022-11-21T03:29:58.000Z,"RT @BernamaTV: #PRU15: Ahli Majlis Kerja Tertinggi (MKT) UMNO, Datuk Razlan Rafii di Hotel Seri Pacific. https://t.co/iKU3XDQeyE",0,0.783,0.217,0.5574,positive
['1594533494411390977'],,2022-11-21T03:29:44.000Z,"RT @501Awani: Ketua Menteri Sabah itu berkata GRS sentiasa komited untuk membawa citra kesatuan demi kepentingan rakyat dan tanah air.

#AWâ€¦",0,0.849,0.151,0.4767,positive
['1594533483946573824'],,2022-11-21T03:29:42.000Z,"RT @tvstvmy: TERKINI: Abang Johari sahkan GPS bakal membentuk kerjasama bersama PN, BN dan GRS bagi menubuhkan Kerajaan Persekutuan yang baâ€¦",0,1,0,0,neutral
['1594533483875274752'],,2022-11-21T03:29:42.000Z,"RT @BernamaTV: ðŸ”¹ GRS sokong Pengerusi PN Muhyiddin sebagai Perdana Menteri.

ðŸ”¹ Bentuk kerajaan Persekutuan segera dengan PN, GPS serta partâ€¦",0,0.754,0.246,0.7579,positive
['1594533480364658691'],,2022-11-21T03:29:41.000Z,"Reaksi Datuk Seri Ismail Sabri Yaakob berhubung perjumpaan PH dan BN di Hotel Sri Pacific, Kuala Lumpur hari ini. 

#PRU15 https://t.co/urpgqCfnsY",0,1,0,0,neutral
['1594533467609792512'],,2022-11-21T03:29:38.000Z,"Post #GE15 thoughts

Since the idea of PN+BN+GPS+GRS mentioned, lot of status and videos with racist tone can be seen in social media.

This might lead into even worst situation if no political leader voice out their disagreement on racist statements. https://t.co/glw546WXfh",0.312,0.688,0,-0.9501,negative
['1594533437821825026'],,2022-11-21T03:29:31.000Z,"Ideal solution is PH + PAS + GRS +DAP + Muda + KDM + PBM. Mampukah?
#inikalilah #inikalilastlah #PRU15",0,0.759,0.241,0.6908,positive
['1594533429898420225'],,2022-11-21T03:29:29.000Z,RT @501Awani: [LANGSUNG] Desas-desus kerjasama Pakatan Harapan dan Barisan Nasional bertiup kencang apabila pemimpin kedua-dua gabungan ituâ€¦,0,0.852,0.148,0.5106,positive
['1594533421480411136'],,2022-11-21T03:29:27.000Z,"å›½é˜µä¸‰å…šå…šé­é™†ç»­çŽ°èº«å‰éš†å¡æ–¯é‡Œå¤ªå¹³æ´‹é…’åº—ï¼Œå¸Œç›Ÿä¸»å¸­æ‹¿ç£æ–¯é‡Œå®‰åŽä¹ŸæŠµè¾¾é…’åº—ï¼Œå‚ä¸Žå¸Œç›Ÿå›½é˜µçš„ä¼šè®®ã€‚
#å¸Œç›Ÿå›½é˜µä¼šè®® #GE15 #PRU15 #election #å…¨å›½å¤§é€‰
https://t.co/9mdan36otD https://t.co/s4fBXTjl1H",0,0.937,0.063,0.4019,positive
['1594533418846801920'],,2022-11-21T03:29:26.000Z,"RT @SinarOnline: Mohd Iskandar berkata, pendirian itu membawa maksud seluruh ahli dan akar umbi UMNO menolak gabungan BN dan Pakatan Harapaâ€¦",0.142,0.858,0,-0.5106,negative
['1594533414384054272'],,2022-11-21T03:29:25.000Z,"RT @Elill_E: JUST IN : Zahid one again says that BN has not made any negotiations with PN.

ðŸ”´ He also hopes that Dewan Rakyat speaker willâ€¦",0,0.906,0.094,0.4215,positive
['1594533389888999424'],,2022-11-21T03:29:19.000Z,If BN Gabung mana mana parti my vote n suppor for them akan terkubo selama lama nye. @barisanasional @UMNONow jahanam. #PRU15KitaJagaKita #PRU15,0.135,0.757,0.108,-0.1779,negative
['1594533371098451969'],,2022-11-21T03:29:15.000Z,"Ketua Menteri Sabah itu berkata GRS sentiasa komited untuk membawa citra kesatuan demi kepentingan rakyat dan tanah air.

#AWANInews #AWANIpagi #PRU15 #MalaysiaMemilih

https://t.co/X0hGQZp0se",0,0.825,0.175,0.6249,positive
['1594533351326593025'],,2022-11-21T03:29:10.000Z,RT @NST_Online: #NSTvisuals Leaders of #PakatanHarapan and #BarisanNasional seen converging at a hotel in Kuala Lumpur for a special meetinâ€¦,0,0.876,0.124,0.4019,positive
['1594533319609581569'],,2022-11-21T03:29:03.000Z,"Big wins, shocking losses 

https://t.co/ysdLoUpPJf

 #TMRnews #Politics #Malaysia #GE15",0.358,0.397,0.245,-0.1779,negative
['1594533318103805952'],,2022-11-21T03:29:02.000Z,"RT @eynamansor: All eye on Istana Negara today.. Moga Malaysia baik2 sahaja ðŸ‡²ðŸ‡¾

#PRU15 #MalaysiaMemilih2022 https://t.co/aLyV5cTdU1",0,0.854,0.146,0.4404,positive
['1594533291977502720'],,2022-11-21T03:28:56.000Z,RT @malaymail: #Malaysia #News #Elections2022 #Elections #IsmailSabri #GE15 #Trending https://t.co/qgziJlZeUD,0,1,0,0,neutral
['1594533247714676738'],,2022-11-21T03:28:45.000Z,"RT @Yogambigai: Dear YDPA,WE (5,823,931) ppl hv VOTED FOR PH WITH ONE HOPE FOR BETTER MALAYSIA,nothing else Imo
We can be Malay Indian Chinâ€¦",0,0.68,0.32,0.871,positive
['1594533199132381184'],,2022-11-21T03:28:34.000Z,"https://t.co/2BZQdqMZGh

#PRU15 #ph #bn #PakatanHarapan #QatarWorldCup2022 #bbtvi #AWANInews #GE15",0,1,0,0,neutral
['1594533189540024322'],,2022-11-21T03:28:32.000Z,"Both winning team need to begging from the losing team. Expected not gonna happen before 2pm today.

#GE15 
#PRU15 
#MalaysiaMemilih",0.108,0.75,0.142,0.2023,positive
['1594533119134035968'],,2022-11-21T03:28:15.000Z,"RT @Manddeylurve: Langkah Sheraton 2.0 can be avoided if Agong and Istana Negara understand:

1. who is #NotMyPM
2. what is #KerajaanGagalâ€¦",0.103,0.897,0,-0.34,negative
['1594533091896610817'],,2022-11-21T03:28:08.000Z,"Mohd Iskandar berkata, pendirian itu membawa maksud seluruh ahli dan akar umbi UMNO menolak gabungan BN dan Pakatan Harapan (PH). #PRU15 
https://t.co/fyhMtx3o0s",0.148,0.852,0,-0.5106,negative
['1594533077312712706'],,2022-11-21T03:28:05.000Z,The Real King Maker #GE15. Boleh buat research paper ni.,0,1,0,0,neutral
['1594533063253364737'],,2022-11-21T03:28:01.000Z,RT @IAMABSTRAX: Langkah Seri Pacific #PRU15 https://t.co/jtEE41ONvY,0,1,0,0,neutral
['1594533058065334272'],,2022-11-21T03:28:00.000Z,RT @TeshKumarSangar: #PRU15 https://t.co/eSxRgvnLsz,0,1,0,0,neutral
['1594532969565151232'],,2022-11-21T03:27:39.000Z,"ðŸ”¹ GRS sokong Pengerusi PN Muhyiddin sebagai Perdana Menteri.

ðŸ”¹ Bentuk kerajaan Persekutuan segera dengan PN, GPS serta parti lain 

- Pengerusi GRS Datuk Seri Hajiji Noor 

#PRU15 https://t.co/fdvpdGBsZd",0,0.746,0.254,0.8481,positive
['1594532949105332226'],,2022-11-21T03:27:34.000Z,Khairy did a good job as health minister and deserves a lot of credit for how he helped handle the pandemic - but he's also an example of why Malaysian politics have been so messy these past few years... 1/x #PRU15 #GE15,0.093,0.828,0.08,-0.3842,negative
['1594541107303436288'],,2022-11-21T03:59:59.000Z,"RT @501Awani: ""Saya rela dipecat oleh parti namun tidak akan sesekali mengubah pendirian teguh ini.""

#AWANInews #AWANIpagi #PRU15 #Malaysiâ€¦",0.081,0.668,0.252,0.7061,positive
['1594541098151841792'],,2022-11-21T03:59:57.000Z,"RT @BadBoy2662: Boom!!

#PRU15
#Harapan
#UMNO https://t.co/veEllsq9HX",0,0.668,0.332,0.5399,positive
['1594541094133727232'],,2022-11-21T03:59:56.000Z,"RT @Elill_E: A PKR source has confirmed that BN and PH has reached an agreement.

Among the agreement is:

ðŸ”´ Anwar for PM. Tok Mat for depuâ€¦",0,0.762,0.238,0.7783,positive
['1594541091013160960'],,2022-11-21T03:59:55.000Z,"RT @TehminaKaoosji: Fresh from the studios-@sinardailymy post #GE15 analysis with @dririshsea, Dr.Oh &amp; @zokhriidris 

We discussed hung Parâ€¦",0,0.881,0.119,0.3182,positive
['1594541085724139522'],,2022-11-21T03:59:54.000Z,"RT @Quebax: Ouhh ada je Rafizi.. Ingat hilang..
#Election2022 #PRU15 https://t.co/RtXF7Rs9Kr",0.172,0.828,0,-0.4019,negative
['1594541073262870529'],,2022-11-21T03:59:51.000Z,"RT @RavinP_69: Besides @anwaribrahim and @DrZahidHamidi, others who were present at the meeting includes @IsmailSabri60, @MSabu_Official, @â€¦",0,1,0,0,neutral
['1594541048784625665'],,2022-11-21T03:59:45.000Z,RT @NST_Online: #NSTnation Perak DAP today says Perak Barisan Nasional (BN) and Pakatan Harapan (PH) have agreed to form a unity governmentâ€¦,0,0.793,0.207,0.694,positive
['1594541020129247232'],,2022-11-21T03:59:38.000Z,"#NSTnation Perak DAP today says Perak Barisan Nasional (BN) and Pakatan Harapan (PH) have agreed to form a unity government in the state.

#DAP #PakatanHarapan #BarisanNasional
#GE15 #myundi #PRU15 

https://t.co/DUcXSgVfWw",0,0.932,0.068,0.2732,positive
['1594540982024171520'],,2022-11-21T03:59:29.000Z,"Many Malaysians

Pre #GE15: out with all kleptocrats! Reformasi!  

Post #GE15: er, maybe better them than those self-righteous nutjobs...",0,0.838,0.162,0.5399,positive
['1594540949161791489'],,2022-11-21T03:59:22.000Z,"#DariBilikBerita: Kestabilan politik boleh dicapai walaupun kerajan tiada majoriti, dan situasi itu sudah lama berlaku di negara-negara Eropah.

https://t.co/VMOdZfatLr

#PRU15",0.075,0.925,0,-0.296,negative
['1594540939036753920'],,2022-11-21T03:59:19.000Z,@sarahanes_luke #GE15 &gt; work,0,1,0,0,neutral
['1594540918304301056'],,2022-11-21T03:59:14.000Z,"RT @ernestngBRO: Bangun pagi dan plot twist lagi.

#komiktaksiaplagi #pru15",0,1,0,0,neutral
['1594540899794833408'],,2022-11-21T03:59:10.000Z,"Besides @anwaribrahim and @DrZahidHamidi, others who were present at the meeting includes @IsmailSabri60, @MSabu_Official, @rafiziramli, @SyedSaddiq, @saifnasution, MICâ€™s Saravanan. 

#GE15 #PRU15 
#MalaysiaMemilih 
#MalaysiaMemilih2022 https://t.co/2n7GTZRHnV",0,1,0,0,neutral
['1594540893998288896'],,2022-11-21T03:59:08.000Z,"RT @itzyourboi_: Tun Mahathir and Anwar Ibrahim happened then why couldn't PH-BN work ðŸ¤·ðŸ»â€â™‚ï¸

Victory will belong to DSAI, InsyaAllah Anwarâ€¦",0,1,0,0,neutral
['1594540864834924545'],,2022-11-21T03:59:01.000Z,"RT @IamYourSandwich: Suddenly every socmed â€œinfluencerâ€ achieved PhD level political science

#PRU15 #GE15Malaysia",0,1,0,0,neutral
['1594540858472558593'],,2022-11-21T03:59:00.000Z,RT @fizahrah: #PRU15 #GE15 https://t.co/fie3GYWYMf,0,1,0,0,neutral
['1594540833876762625'],,2022-11-21T03:58:54.000Z,"Kenyataan mana-mana gabungan yang memasukkan BN bersama mereka bagi menubuhkan kerajaan adalah tidak benar - Pengerusi BN Datuk Seri Ahmad Zahid Hamidi

#TVS122 #PRU15 #MalaysiaDecides https://t.co/54B5FLwhuX",0,1,0,0,neutral
['1594540817137692674'],,2022-11-21T03:58:50.000Z,RT @AshidKen: Sebab tu jgn mempolitikkan agama. Mudah sgt bila pakai agama ni. #malaysia #pru15,0.167,0.833,0,-0.3412,negative
['1594540817129308160'],,2022-11-21T03:58:50.000Z,"Ouhh ada je Rafizi.. Ingat hilang..
#Election2022 #PRU15 https://t.co/RtXF7Rs9Kr",0.197,0.803,0,-0.4019,negative
